rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, number_businesses_industry_30_june_arts_recreation_services_num, business_exits_year_ended_30_june_number_non_employing_num, tourist_accommodation_establishments_30_june_15_rooms_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, registered_motor_vehicles_type_vehicle_31_january_total_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, number_businesses_industry_30_june_currently_unknown_num, number_businesses_30_june_total_number_of_businesses_num, sa2_name_2016, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, number_businesses_30_june_of_employing_20_employees_num, number_businesses_industry_30_june_wholesale_trade_num, building_approvals_year_ended_30_june_private_sector_houses_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, number_of_businesses_by_industry_as_at_30_june_construction_num, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, building_approvals_year_ended_30_june_value_non_residential_m, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, building_approvals_year_ended_30_june_value_of_total_building_m, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, number_businesses_industry_30_june_services_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_of_businesses_by_industry_as_at_30_june_mining_num, business_exits_year_ended_30_june_total_number_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, sa2_maincode_2016, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, yr, registered_motor_vehicles_type_fuel_31_january_petrol_num, number_businesses_industry_30_june_education_training_num, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p
7305,19,249,null,null,324,7407,1014,20516,125,44,null,104,13,650000.0,null,267,4,null,1967,"Point Cook - North",null,116,30,5797,132,483,null,null,158,17,102,31,null,292,13,123,12,499,null,9,null,6,null,null,70,32,10,25,null,5,141,12,null,18,56,null,147,109,1967,365,null,56,1322,44,16640,61,304,null,326,null,null,99,29,null,195,null,2094,529,"213051465",null,169,null,null,475000.0,2019,16209,33,311,147,3770,null
6264,12,154,null,null,278,6356,868,17599,62,9,null,66,6,475000.0,null,217,5,null,974,"Werribee - East",null,14,3,4973,55,243,null,null,135,15,12,19,null,193,10,69,3,188,null,8,null,null,null,null,24,18,8,22,null,3,35,19,null,6,48,null,33,39,974,207,null,29,723,10,14276,39,269,null,186,null,null,40,49,null,167,null,1796,455,"213051467",null,45,null,null,375000.0,2019,13905,19,81,33,3233,null
5957,26,176,null,null,365,7877,808,19083,118,38,null,97,36,550000.0,null,253,5,null,2190,"Carrum Downs",3,10,2,5235,354,319,null,null,289,93,166,122,null,585,4,44,6,519,null,4,null,17,null,null,46,255,12,32,null,10,130,66,null,16,23,null,133,67,2190,236,null,105,1222,38,13914,112,153,3,229,null,null,37,129,null,67,null,3572,712,"214011370",null,250,null,null,432500.0,2019,13977,16,163,132,4391,null
5446,34,215,null,null,131,7731,712,18051,145,28,null,70,12,612000.0,null,283,4,7,2068,"Frankston",3,59,16,4869,219,376,null,null,152,46,49,26,null,411,13,197,10,567,null,3,null,8,null,null,59,78,9,37,null,5,211,60,null,16,76,null,85,91,2068,281,null,88,1234,28,14795,123,117,null,290,null,null,117,212,null,13,null,2127,609,"214011371",3,195,null,null,384000.0,2019,14248,36,233,85,3189,null
3757,18,88,null,null,106,6863,610,14341,64,9,null,33,7,505000.0,null,307,5,null,725,"Frankston North",null,9,2,3719,35,141,null,null,108,5,12,20,null,202,3,38,4,219,null,null,null,null,null,null,35,19,8,32,null,3,43,14,null,3,58,null,30,32,725,103,null,24,466,10,11696,51,76,null,121,null,null,33,52,null,8,null,1716,594,"214011372",null,35,null,null,450000.0,2019,11420,9,77,29,2323,null
4390,17,169,null,null,105,6232,574,14550,74,24,null,73,19,822500.0,null,239,10,3,1524,"Frankston South",null,12,5,3924,80,224,null,null,123,8,46,18,null,381,5,117,5,413,null,3,null,4,null,null,39,46,7,29,null,8,149,2,null,10,61,null,30,42,1524,182,null,27,1024,25,11925,59,67,null,213,null,null,28,46,null,11,null,1715,491,"214011373",null,152,null,null,624000.0,2019,11484,22,262,30,2570,null
6324,16,193,null,null,368,8385,1217,20741,69,26,null,78,17,615000.0,null,342,10,3,1756,"Langwarrin",null,41,9,6009,143,269,null,null,155,27,48,35,null,727,3,88,4,561,null,4,null,5,null,null,45,61,10,56,null,23,112,60,null,20,21,null,76,69,1756,191,null,88,1034,28,15473,87,95,4,250,null,null,34,91,null,67,null,3366,714,"214011374",null,101,null,null,448000.0,2019,15393,22,164,76,4624,null
1642,27,84,null,null,79,2456,219,5555,44,95,null,32,93,1250000.0,null,80,null,null,1057,"Flinders",null,2,1,1464,64,108,null,null,37,22,29,56,null,167,null,48,3,262,null,null,null,3,null,null,18,58,null,24,null,204,111,21,null,12,11,null,58,20,1057,84,null,118,704,97,4191,16,23,3,106,null,null,47,12,null,12,null,995,165,"214021378",null,116,null,null,690000.0,2019,3569,15,104,58,1820,null
5083,34,166,null,null,270,9449,1099,19662,63,62,null,51,59,570000.0,null,317,8,4,1500,"Hastings - Somers",null,15,3,5118,132,205,null,null,102,24,47,114,null,446,null,58,7,418,null,3,null,7,null,null,40,86,14,81,null,76,111,14,null,11,29,null,141,48,1500,149,null,82,923,68,14482,106,67,null,215,null,null,57,99,null,16,null,3547,828,"214021379",null,109,null,null,407500.0,2019,13959,13,154,129,4874,null
7667,71,264,null,null,170,8215,842,21924,202,102,null,90,53,779500.0,null,366,4,4,2782,"Mornington",3,106,49,6031,342,353,null,null,155,64,104,83,null,627,5,199,13,821,null,11,null,18,null,null,76,103,17,82,null,32,244,23,null,30,58,null,189,96,2782,240,null,128,1558,105,17668,163,102,3,357,null,null,102,178,null,5,null,2920,529,"214021380",null,316,null,null,650000.0,2019,16561,51,335,189,4812,null
4221,23,173,null,null,212,6678,664,14836,96,33,null,56,20,656250.0,null,178,4,3,1588,"Seaford (Vic.)",3,39,13,3929,186,237,null,null,145,44,82,43,null,402,3,40,8,450,null,3,null,7,null,null,43,160,24,47,null,10,107,3,null,18,26,null,82,58,1588,167,null,38,908,35,10985,111,90,null,228,null,null,40,134,null,40,null,2700,529,"214011375",null,150,null,null,461500.0,2019,11077,23,171,82,3231,null
5055,33,204,null,null,113,5644,625,15084,122,58,null,93,55,1200000.0,null,274,10,4,2210,"Mount Eliza",3,8,3,4368,155,253,null,null,57,22,76,49,null,396,12,202,9,571,null,12,null,8,null,null,59,65,3,35,null,26,288,7,null,26,20,null,57,62,2210,188,null,68,1464,61,12708,68,49,4,265,null,null,67,35,null,8,null,1520,289,"214021381",null,258,null,null,512500.0,2019,11275,22,386,57,3511,null
3274,10,76,null,null,185,4400,421,10726,38,11,null,49,5,635000.0,null,184,5,3,943,"Skye - Sandhurst",null,29,6,3046,37,182,null,null,61,12,34,9,null,223,null,43,3,256,null,4,null,3,null,null,29,30,5,22,null,23,95,1,null,11,35,null,38,39,943,136,null,12,641,11,8708,49,92,3,110,null,null,22,16,null,38,null,1252,405,"214011376",null,73,null,null,468000.0,2019,8407,30,111,38,1911,null
5328,40,173,null,null,101,5358,670,15266,93,66,null,71,64,940000.0,null,292,3,4,1732,"Mount Martha",null,6,2,4567,110,242,null,null,76,14,52,70,null,519,5,81,null,506,null,11,null,6,null,null,36,53,11,52,null,29,192,2,null,15,19,null,82,57,1732,176,null,72,1099,70,12448,48,54,7,212,null,null,41,64,null,11,null,1884,328,"214021382",null,164,null,null,640000.0,2019,11285,20,248,76,3638,null
4492,21,170,null,null,131,8242,701,17214,101,158,null,98,157,810000.0,null,651,7,4,1896,"Point Nepean",null,5,1,4482,141,276,null,null,100,33,40,132,null,657,4,53,6,536,null,12,null,4,null,null,39,50,6,81,null,31,159,5,null,19,49,null,137,67,1896,199,null,168,1193,163,13332,54,64,null,215,null,null,111,45,null,18,null,2796,600,"214021383",null,183,null,null,496000.0,2019,12604,22,221,137,3995,null
3336,11,94,null,null,172,4848,476,11240,78,94,null,46,58,773250.0,null,221,4,3,1148,"Dromana",null,101,36,3058,91,175,null,null,80,14,30,97,null,333,3,41,3,308,null,4,null,3,null,null,24,53,5,66,null,34,109,5,null,8,35,null,198,44,1148,129,null,100,733,95,8684,41,44,3,125,null,null,65,87,null,15,null,1709,405,"214021377",null,113,null,null,585000.0,2019,8166,15,118,198,2668,null
4996,26,150,null,null,163,9049,768,18870,91,81,null,55,59,590000.0,null,456,4,5,1530,"Rosebud - McCrae",null,85,22,4821,131,243,null,null,115,25,35,126,null,490,3,94,6,436,null,null,null,5,null,null,41,59,21,73,null,16,109,15,null,4,60,null,211,59,1530,181,null,98,934,83,14722,72,75,3,201,null,null,94,122,null,25,null,2946,718,"214021384",null,141,null,null,525000.0,2019,14184,19,148,211,3974,null
5056,33,154,null,null,599,8155,1113,18160,109,22,null,65,18,577750.0,null,207,11,3,1937,"Somerville",null,16,5,4924,176,256,null,null,249,38,57,45,null,587,8,71,9,567,null,null,null,6,null,null,49,123,26,72,null,132,116,9,null,7,38,null,61,77,1937,169,null,33,1156,24,12233,114,96,3,213,null,null,48,45,null,93,null,3750,698,"214021385",null,200,null,null,480000.0,2019,12238,27,142,61,5226,null
